typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate,sector
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,511300,"Fabrics, woven; of coarse animal hair or of horsehair",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,101524.0,101524.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,521215,"Fabrics, woven; of cotton, printed, weighing not more than 200g/m2, n.e.c. in chapter 52",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,87409286.0,87409286.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,531090,"Fabrics, woven; of jute or of other textile bast fibres of heading no. 5303, other than unbleached",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2528109.0,2528109.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,540774,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,52027360.0,52027360.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,551632,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,8304.0,8304.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,551694,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,26967.0,26967.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,611699,"Gloves, mittens and mitts; of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,3101623.0,3101623.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,580127,"Fabrics; woven pile, of cotton, warp pile fabrics, other than fabrics of heading no. 5802 or 5806",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,223238.0,223238.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,580137,"Fabrics; woven pile, of man-made fibres, warp pile fabrics, other than fabrics of heading no. 5802 or 5806",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,12361721.0,12361721.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,580190,"Fabrics; woven pile and chenille, of textile materials n.e.c. in heading no. 5801, other than fabrics of heading no. 5802 or 5806",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,3966852.0,3966852.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,621010,Garments; of felt or non-wovens (not knitted or crocheted),6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1715683.0,1715683.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,621390,Handkerchiefs; of textile materials other than cotton (not knitted or crocheted),6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1710939.0,1710939.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,710221,"Diamonds; industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1912797.0,1912797.0,0,True,False,gems_jewellery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,710229,"Diamonds; industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,503090.0,503090.0,0,True,False,gems_jewellery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1586424494.0,1586424494.0,0,True,False,gems_jewellery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,22475223226.0,22475223226.0,0,True,False,gems_jewellery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,710391,"Stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,136527022.0,136527022.0,0,True,False,gems_jewellery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,710399,"Stones; precious (other than diamonds) and semi-precious stones, (other than rubies, sapphires and emeralds), worked other than simply sawn or roughly shaped, not strung, mounted or set",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,152799614.0,152799614.0,0,True,False,gems_jewellery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,611220,Ski suits; knitted or crocheted,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,58039.0,False,,False,,441675.0,441675.0,0,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,841861,Heat pumps; other than air conditioning machines of heading no. 8415,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,386328.0,False,,False,,3014322.0,3014322.0,0,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,843280,Rollers; for lawns or sports-grounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,2622774.0,False,,False,,9564154.0,9564154.0,0,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,710510,"Stones; precious and semi-precious, dust and powder, of diamonds",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,4372.0,True,,False,,4665638.0,4665638.0,4,True,False,gems_jewellery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,842230,"Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,5240279.0,True,,False,,96500769.0,96500769.0,4,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,842240,Machinery; for packing or wrapping,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,1900896.0,True,,False,,31235185.0,31235185.0,4,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,710210,"Diamonds; whether or not worked, but not mounted or set, unsorted",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,1.0,True,,False,,425556.0,425556.0,4,True,False,gems_jewellery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,590500,"Textile wall coverings of fabrics impregnated, coated, covered or laminated",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,33391.0,True,-1,N/A,,False,3467392.0,False,,False,,284038.0,284038.0,2,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570220,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, of coconut fibres (coir)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,17594623.0,True,-1,N/A,,False,21894815.0,True,,False,,78061822.0,78061822.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570231,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,4629655.0,True,-1,N/A,,False,5775373.0,True,,False,,120124243.0,120124243.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570232,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of man-made textile materials, of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,1930653.0,True,-1,N/A,,False,6884198.0,True,,False,,42927926.0,42927926.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570241,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,439185.0,True,-1,N/A,,False,993247.0,True,,False,,11844343.0,11844343.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570242,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of man-made textile materials, of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,4892796.0,True,-1,N/A,,False,24380588.0,True,,False,,85104168.0,85104168.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570390,"Carpets and other textile floor coverings; tufted, of textile materials (other than man-made, wool or fine animal hair), whether or not made up",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,25277463.0,True,-1,N/A,,False,10095446.0,True,,False,,116374048.0,116374048.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570500,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,92809123.0,True,-1,N/A,,False,66795626.0,True,,False,,399032377.0,399032377.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,590410,"Linoleum, whether or not cut to shape",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,10.0,False,-1,N/A,,False,30.0,True,,False,,98.0,98.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,590490,"Textiles floor coverings; consisting of a coating or covering applied on a textile backing, whether or not cut to shape, other than linoleum",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,359517.0,False,-1,N/A,,False,333986.0,True,,False,,750710.0,750710.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570110,"Carpets and other textile floor coverings; knotted, of wool or fine animal hair, whether or not made up",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,2946580.0,False,-1,N/A,,False,4911459.0,True,,False,,248741313.0,248741313.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570210,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand-woven rugs",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,1605774.0,False,-1,N/A,,False,1161890.0,True,,False,,33612058.0,33612058.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570239,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made, wool or fine animal hair), of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,433137.0,False,-1,N/A,,False,252976.0,True,,False,,3179092.0,3179092.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570249,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made, wool or fine animal hair), of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,2857165.0,False,-1,N/A,,False,2567171.0,True,,False,,18092134.0,18092134.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570250,"Carpets and other textile floor coverings; woven, (not tufted or flocked), not of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,1635987.0,False,-1,N/A,,False,402316.0,True,,False,,3788051.0,3788051.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570291,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, (not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,27650.0,False,-1,N/A,,False,23277.0,True,,False,,704950.0,704950.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570292,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of man-made textile materials, (not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,820953.0,False,-1,N/A,,False,1713768.0,True,,False,,12804775.0,12804775.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570299,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made or wool or fine animal hair, not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,2864391.0,False,-1,N/A,,False,5762369.0,True,,False,,37707449.0,37707449.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570310,"Carpets and other textile floor coverings; tufted, of wool or fine animal hair, whether or not made up",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,8857449.0,False,-1,N/A,,False,13786780.0,True,,False,,257469048.0,257469048.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570320,"Carpets and other textile floor coverings; tufted, of nylon or other polyamides, whether or not made up",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,1756772.0,False,-1,N/A,,False,4472911.0,True,,False,,25173246.0,25173246.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570330,"Carpets and other textile floor coverings; tufted, of man-made textile materials (other than polyamides), whether or not made up",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,16327104.0,False,-1,N/A,,False,19866815.0,True,,False,,88578004.0,88578004.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570410,"Textile floor coverings; felt tiles, (not tufted or flocked), whether or not made up, having a maximum surface area of 0.3m2",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,1166.0,False,-1,N/A,,False,21651.0,True,,False,,80585.0,80585.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,570490,"Carpets and other textile floor coverings; of felt, (not tufted or flocked), whether or not made up, other than tiles having a maximum surface area of 0.3m2",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,2,m²,2172355.0,False,-1,N/A,,False,17578784.0,True,,False,,67233079.0,67233079.0,4,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,610190,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of textile materials n.e.c. in heading no. 6101, knitted or crocheted (excluding those of heading no. 6103)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,294359.0,True,-1,N/A,,False,46167.0,True,,False,,3129091.0,3129091.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,610290,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of textile materials n.e.c. in heading no. 6102, knitted or crocheted (excluding those of heading no. 6104)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,442594.0,True,-1,N/A,,False,62903.0,True,,False,,4586089.0,4586089.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,610899,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,657005.0,True,-1,N/A,,False,69872.0,True,,False,,3452029.0,3452029.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,610910,"T-shirts, singlets and other vests; of cotton, knitted or crocheted",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,642090075.0,True,-1,N/A,,False,54462209.0,True,,False,,1827708551.0,1827708551.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,610990,"T-shirts, singlets and other vests; of textile materials (other than cotton), knitted or crocheted",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,223689089.0,True,-1,N/A,,False,20313749.0,True,,False,,894041911.0,894041911.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted, of wool or fine animal hair",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,8549226.0,True,-1,N/A,,False,967334.0,True,,False,,77924187.0,77924187.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,611211,"Track suits; of cotton, knitted or crocheted",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,592595.0,True,-1,N/A,,False,175077.0,True,,False,,4083167.0,4083167.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,611219,"Track suits; of textile materials (other than cotton or synthetic fibres), knitted or crocheted",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,291546.0,True,-1,N/A,,False,41043.0,True,,False,,2380277.0,2380277.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,620113,"Coats; men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of man-made fibres, other than those of heading no. 6203 (not knitted or crocheted)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,475924.0,True,-1,N/A,,False,71605.0,True,,False,,4081154.0,4081154.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,620319,"Suits; men's or boys', of textile materials n.e.c. in item no. 6203.1 (not knitted or crocheted)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,18934774.0,True,-1,N/A,,False,2578500.0,True,,False,,159279395.0,159279395.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,620413,"Suits; women's or girls', of synthetic fibres (not knitted or crocheted)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,11288426.0,True,-1,N/A,,False,2351306.0,True,,False,,107746369.0,107746369.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,620439,"Jackets and blazers; women's or girls', of textile materials n.e.c. in item no. 6204.3 (not knitted or crocheted)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,968144.0,True,-1,N/A,,False,237915.0,True,,False,,19147040.0,19147040.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,620441,"Dresses; women's or girls', of wool or fine animal hair (not knitted or crocheted)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,855376.0,True,-1,N/A,,False,31398.0,True,,False,,7966973.0,7966973.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,620442,"Dresses; women's or girls', of cotton (not knitted or crocheted)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,88039820.0,True,-1,N/A,,False,10149992.0,True,,False,,666259965.0,666259965.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,620590,"Shirts; men's or boys', of textile materials n.e.c. in heading no. 6205 (not knitted or crocheted)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,15695119.0,True,-1,N/A,,False,1635588.0,True,,False,,113871584.0,113871584.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,620630,"Blouses, shirts and shirt-blouses; women's or girls', of cotton (not knitted or crocheted)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,117212902.0,True,-1,N/A,,False,11485191.0,True,,False,,742462603.0,742462603.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,620719,"Underpants and briefs; men's or boys', of textile materials other than cotton (not knitted or crocheted)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,688448.0,True,-1,N/A,,False,154734.0,True,,False,,3680277.0,3680277.0,6,True,False,textiles
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,840710,"Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,125497.0,True,-1,N/A,,False,2908497.0,True,,False,,617936567.0,617936567.0,6,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,840820,"Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for the propulsion of vehicles of chapter 87",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,43093.0,True,-1,N/A,,False,8744965.0,True,,False,,134920723.0,134920723.0,6,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,841011,"Turbines; hydraulic turbines and water wheels, of a power not exceeding 1000kW",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,7737.0,True,-1,N/A,,False,119098.0,True,,False,,4638914.0,4638914.0,6,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,841112,Turbo-jets; of a thrust exceeding 25kN,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,7.0,True,-1,N/A,,False,27320.0,True,,False,,32445847.0,32445847.0,6,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,841229,"Engines; hydraulic power engines and motors, other than linear acting (cylinders)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,125275.0,True,-1,N/A,,False,647302.0,True,,False,,20686131.0,20686131.0,6,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,841280,"Engines; pneumatic power engines and motors, n.e.c. in heading no. 8412",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,96890.0,True,-1,N/A,,False,717515.0,True,,False,,28338242.0,28338242.0,6,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,841311,"Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,824373.0,True,-1,N/A,,False,1303382.0,True,,False,,28582764.0,28582764.0,6,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,841320,"Pumps; hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,135606.0,True,-1,N/A,,False,490434.0,True,,False,,10244262.0,10244262.0,6,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,841330,"Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,5086740.0,True,-1,N/A,,False,3918463.0,True,,False,,124636044.0,124636044.0,6,True,False,engineering_machinery
C,A,20140101,2014,52,2014,699,IND,India,X,Export,0,W00,World,0,W00,World,H4,HS,True,841370,"Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,609199.0,True,-1,N/A,,False,9861438.0,True,,False,,201534505.0,201534505.0,6,True,False,engineering_machinery
